place,date,climate/rainfall,climate/vegetation_cover_(ndvi),climate/price_of_water,climate/river_levels/floods,population_movement/displacement_(arrivals),population_movement/displacement_(departures),nutrition/new_admissions_(gam),health/measles_cases,health/awd/cholera_cases,health/malaria_cases,health/awd/cholera_deaths,market/maize_prices,market/sorghum_prices,market/local_goat_prices,market/wage_labor,market/tot_(wage_to_cereals),market/tot_(goat_to_cereals),market/red_rice_prices,market/cost_of_minimum_basket_(cmb),lat,lon,monthly_arrivals
togdheer/buuhoodle,Jul-2016,0,0.19,No Data,No Data,-,-,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,0
togdheer/buuhoodle,Aug-2016,0.24,0.17,No Data,No Data,-,-,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,0
togdheer/buuhoodle,Sep-2016,5.19,0.18,No Data,No Data,4,-,19,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,7
togdheer/buuhoodle,Oct-2016,11.16,0.18,No Data,No Data,-,-,32,159,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,0
togdheer/buuhoodle,Nov-2016,0.02,0.21,No Data,No Data,59,-,10,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,59
togdheer/buuhoodle,Dec-2016,0,0.2,No Data,No Data,24,-,6,1,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,24
togdheer/buuhoodle,Jan-2017,0,0.19,No Data,No Data,27,240,169,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,27
togdheer/buuhoodle,Feb-2017,0,0.17,No Data,No Data,2892,1439,331,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,3228
togdheer/buuhoodle,Mar-2017,0,0.17,No Data,No Data,12192,9422,3181,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,12192
togdheer/buuhoodle,Apr-2017,35.01,0.19,No Data,No Data,20386,19587,1003,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,8194
togdheer/buuhoodle,May-2017,44.98,0.22,No Data,No Data,4782,4907,284,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,4322
togdheer/buuhoodle,Jun-2017,0,0.3,No Data,No Data,500,500,610,-,42,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,250
togdheer/buuhoodle,Jul-2017,0.2,0.23,No Data,No Data,11330,1704,672,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,11330
togdheer/buuhoodle,Aug-2017,1.01,0.19,No Data,No Data,977,34,1220,3,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,977
togdheer/buuhoodle,Sep-2017,12.48,0.19,No Data,No Data,2164,1799,1305,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,2164
togdheer/buuhoodle,Oct-2017,70.51,0.22,No Data,No Data,493,493,622,43,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,493
togdheer/buuhoodle,Nov-2017,17.96,0.27,No Data,No Data,419,424,175,14,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,419
togdheer/buuhoodle,Dec-2017,0,0.27,No Data,No Data,10,-,-,5,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,138
togdheer/buuhoodle,Jan-2018,0,0.19,No Data,No Data,9,9,549,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,9
togdheer/buuhoodle,Feb-2018,0,0.18,No Data,No Data,137,21,1200,4,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,137
togdheer/buuhoodle,Mar-2018,1.3,0.18,No Data,No Data,28,19,93,4,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,28
togdheer/buuhoodle,Apr-2018,163.12,0.2,No Data,No Data,6,-,328,5,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,6
togdheer/buuhoodle,May-2018,160.81,0.34,No Data,No Data,490,13,117,3,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,490
togdheer/buuhoodle,Jun-2018,4.9,0.31,No Data,No Data,90,102,372,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,90
togdheer/buuhoodle,Jul-2018,0.31,0.21,No Data,No Data,42,5,255,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,42
togdheer/buuhoodle,Aug-2018,0.31,0.18,No Data,No Data,44,11,64,2,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,44
togdheer/buuhoodle,Sep-2018,106.54,0.2,No Data,No Data,712,1878,-,5,-,6,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,712
togdheer/buuhoodle,Oct-2018,110.9,0.32,No Data,No Data,307,15355,81,21,-,6,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,307
togdheer/buuhoodle,Nov-2018,0.22,0.31,No Data,No Data,139,243,-,1,-,48,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,139
togdheer/buuhoodle,Dec-2018,4.43,0.22,No Data,No Data,137,26,79,-,-,4,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,137
togdheer/buuhoodle,Jan-2019,0,0.19,No Data,No Data,83,25,-,-,-,8,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,143
togdheer/buuhoodle,Feb-2019,0,0.19,No Data,No Data,911,85,6,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,62
togdheer/buuhoodle,Mar-2019,0,0.18,No Data,No Data,31,24,116,8,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,31
togdheer/buuhoodle,Apr-2019,6.59,0.19,No Data,No Data,51,38,55,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,51
togdheer/buuhoodle,May-2019,77.82,0.24,No Data,No Data,-,29,976,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,0
togdheer/buuhoodle,Jun-2019,13.26,0.29,No Data,No Data,-,7,21,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,0
togdheer/buuhoodle,Jul-2019,8.13,0.21,No Data,No Data,19,62,47,2,-,11,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,19
togdheer/buuhoodle,Aug-2019,0.51,0.18,No Data,No Data,160,144,65,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8.2294919,46.3247107,0
togdheer/owdweyne,Jan-2016,0.52,0.17,No Data,No Data,-,-,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Feb-2016,0.03,0.15,No Data,No Data,-,-,0,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Mar-2016,0.01,0.14,No Data,No Data,-,-,73,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Apr-2016,57.95,0.15,No Data,No Data,-,-,73,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,May-2016,35.86,0.21,No Data,No Data,-,-,22,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Jun-2016,4.88,0.22,No Data,No Data,-,-,24,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Jul-2016,0.41,0.17,No Data,No Data,-,-,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Aug-2016,11.3,0.15,No Data,No Data,-,-,29,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Sep-2016,0.62,0.15,No Data,No Data,-,-,53,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Oct-2016,18.48,0.16,No Data,No Data,-,-,140,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Nov-2016,0.24,0.17,No Data,No Data,-,468,94,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Dec-2016,0,0.16,No Data,No Data,-,340,125,4,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Jan-2017,0,0.15,No Data,No Data,-,8620,249,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Feb-2017,0,0.15,No Data,No Data,-,1540,258,8,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Mar-2017,0.82,0.15,No Data,No Data,-,1344,205,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,120
togdheer/owdweyne,Apr-2017,17.97,0.15,No Data,No Data,310,2283,235,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,340
togdheer/owdweyne,May-2017,45.62,0.17,No Data,No Data,484,1372,192,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,484
togdheer/owdweyne,Jun-2017,2.58,0.2,No Data,No Data,-,-,177,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,24
togdheer/owdweyne,Jul-2017,1.65,0.17,No Data,No Data,189,218,256,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,189
togdheer/owdweyne,Aug-2017,10.08,0.15,No Data,No Data,316,338,136,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,387
togdheer/owdweyne,Sep-2017,17.55,0.15,No Data,No Data,2531,2539,228,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,2546
togdheer/owdweyne,Oct-2017,41.65,0.17,No Data,No Data,126,148,80,1,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,160
togdheer/owdweyne,Nov-2017,1.02,0.18,No Data,No Data,269,278,44,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,390
togdheer/owdweyne,Dec-2017,0,0.17,No Data,No Data,328,328,14,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,331
togdheer/owdweyne,Jan-2018,0.53,0.08,No Data,No Data,80,80,65,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,80
togdheer/owdweyne,Feb-2018,0,0.15,No Data,No Data,141,179,142,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,141
togdheer/owdweyne,Mar-2018,3.06,0.15,No Data,No Data,90,90,72,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,90
togdheer/owdweyne,Apr-2018,196.61,0.16,No Data,No Data,29,29,162,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,29
togdheer/owdweyne,May-2018,198.51,0.2,No Data,No Data,302,295,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,288
togdheer/owdweyne,Jun-2018,42.5,0.22,No Data,No Data,110,110,92,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,115
togdheer/owdweyne,Jul-2018,8.83,0.17,No Data,No Data,94,101,160,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,100
togdheer/owdweyne,Aug-2018,65.85,0.15,No Data,No Data,196,210,140,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,208
togdheer/owdweyne,Sep-2018,102.43,0.16,No Data,No Data,229,242,257,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,243
togdheer/owdweyne,Oct-2018,77.67,0.18,No Data,No Data,360,416,65,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,360
togdheer/owdweyne,Nov-2018,13.95,0.19,No Data,No Data,933,957,-,-,No Data,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,940
togdheer/owdweyne,Dec-2018,0.07,0.18,No Data,No Data,460,495,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,460
togdheer/owdweyne,Jan-2019,0,0.16,No Data,No Data,164,183,26,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,197
togdheer/owdweyne,Feb-2019,0,0.15,No Data,No Data,259,265,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,282
togdheer/owdweyne,Mar-2019,2.65,0.15,No Data,No Data,256,278,16,-,No Data,2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,313
togdheer/owdweyne,Apr-2019,21.11,0.15,No Data,No Data,149,164,23,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,149
togdheer/owdweyne,May-2019,88.91,0.17,No Data,No Data,-,11,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/owdweyne,Jun-2019,27.36,0.21,No Data,No Data,132,142,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,132
togdheer/owdweyne,Jul-2019,25.52,0.2,No Data,No Data,177,182,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,177
togdheer/owdweyne,Aug-2019,53.21,0.18,No Data,No Data,146,176,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.0412675,44.9872753049813,0
togdheer/sheikh,Jan-2016,0,0.22,No Data,No Data,-,-,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Feb-2016,0,0.19,No Data,No Data,-,-,0,2,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Mar-2016,0,0.16,No Data,No Data,-,-,0,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Apr-2016,97.21,0.19,No Data,No Data,-,-,0,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,May-2016,35.4,0.25,No Data,No Data,-,-,17,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Jun-2016,3.98,0.25,No Data,No Data,-,-,-,2,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Jul-2016,2.71,0.17,No Data,No Data,-,-,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Aug-2016,0.83,0.16,No Data,No Data,-,-,36,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Sep-2016,1.1,0.16,No Data,No Data,-,-,166,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Oct-2016,24.94,0.18,No Data,No Data,-,-,13,7,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Nov-2016,0.52,0.21,No Data,No Data,-,-,10,1,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Dec-2016,0,0.19,No Data,No Data,-,-,5,7,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Jan-2017,0,0.2,No Data,No Data,-,-,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Feb-2017,0,0.18,No Data,No Data,-,-,8,4,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Mar-2017,2.89,0.16,No Data,No Data,-,-,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Apr-2017,22.48,0.17,No Data,No Data,-,-,100,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,May-2017,53.19,0.19,No Data,No Data,-,-,79,8,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Jun-2017,0,0.22,No Data,No Data,-,-,48,1,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Jul-2017,0,0.16,No Data,No Data,-,-,38,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Aug-2017,22.85,0.14,No Data,No Data,-,-,37,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Sep-2017,50.87,0.16,No Data,No Data,-,22,59,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Oct-2017,28.73,0.22,No Data,No Data,-,-,25,1,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Nov-2017,0.27,0.24,No Data,No Data,-,-,-,2,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Dec-2017,0,0.23,No Data,No Data,-,-,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Jan-2018,0,0.1,No Data,No Data,-,-,90,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Feb-2018,0,0.19,No Data,No Data,-,-,41,2,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Mar-2018,2.54,0.17,No Data,No Data,-,-,25,4,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Apr-2018,213.48,0.16,No Data,No Data,-,-,21,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,May-2018,159.34,0.24,No Data,No Data,-,-,-,7,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Jun-2018,13.85,0.26,No Data,No Data,-,-,46,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Jul-2018,11.09,0.18,No Data,No Data,-,-,38,-,No Data,1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Aug-2018,46.25,0.16,No Data,No Data,-,-,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Sep-2018,94.77,0.17,No Data,No Data,-,5,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Oct-2018,154.07,0.23,No Data,No Data,-,-,23,18,No Data,8,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,120
togdheer/sheikh,Nov-2018,40.23,0.27,No Data,No Data,-,-,-,-,No Data,30,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Dec-2018,1.13,0.27,No Data,No Data,6,18,35,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,6
togdheer/sheikh,Jan-2019,0,0.21,No Data,No Data,-,12,14,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Feb-2019,0,0.19,No Data,No Data,-,-,9,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Mar-2019,0,0.17,No Data,No Data,-,6,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Apr-2019,46,0.17,No Data,No Data,-,-,4,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,May-2019,75.45,0.21,No Data,No Data,-,10,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Jun-2019,26.02,0.25,No Data,No Data,-,19,4,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Jul-2019,19.17,0.19,No Data,No Data,-,6,-,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
togdheer/sheikh,Aug-2019,58.64,0.18,No Data,No Data,-,-,3,-,No Data,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27.696651,66.837883,0
sool/laas_caanood,Jan-2016,0,0.16,48750,No Data,-,-,164,-,-,1,No Data,No Data,No Data,1162500,150000,11,83,14000,4683875,8.4000001,47.6379505566447,0
sool/laas_caanood,Feb-2016,0,0.14,48750,No Data,26,-,208,-,-,-,No Data,No Data,No Data,1090000,166000,12,78,14000,4796175,8.4000001,47.6379505566447,182
sool/laas_caanood,Mar-2016,0,0.14,56250,No Data,10,-,36,4,-,-,No Data,No Data,No Data,1187500,150000,11,85,14000,4893125,8.4000001,47.6379505566447,230
sool/laas_caanood,Apr-2016,23.27,0.14,56250,No Data,108,-,216,1,-,1,No Data,No Data,No Data,1237500,150000,10,85,14625,4990968.75,8.4000001,47.6379505566447,270
sool/laas_caanood,May-2016,33.3,0.18,30000,No Data,168,-,322,2,-,-,No Data,No Data,No Data,1200000,150000,10,84,14300,4537575,8.4000001,47.6379505566447,229
sool/laas_caanood,Jun-2016,0.05,0.19,46250,No Data,234,-,289,3,-,-,No Data,No Data,No Data,1000000,150000,11,71,14000,4648750,8.4000001,47.6379505566447,3269
sool/laas_caanood,Jul-2016,0,0.14,60000,No Data,156,2,-,1,-,1,No Data,No Data,No Data,962500,150000,10,66,14500,4875750,8.4000001,47.6379505566447,118
sool/laas_caanood,Aug-2016,2.02,0.14,72500,No Data,76,-,55,3,-,1,No Data,No Data,No Data,1112500,150000,11,78,14250,5049750,8.4000001,47.6379505566447,88
sool/laas_caanood,Sep-2016,1.91,0.14,77500,No Data,104,-,86,5,-,-,No Data,No Data,No Data,1237500,150000,10,85,14500,5092625,8.4000001,47.6379505566447,189
sool/laas_caanood,Oct-2016,6.62,0.14,65000,No Data,-,-,193,23,1,5,No Data,No Data,No Data,1250000,150000,10,83,15000,5090750,8.4000001,47.6379505566447,0
sool/laas_caanood,Nov-2016,0,0.16,90000,No Data,247,53,-,1,-,6,No Data,No Data,No Data,1050000,150000,11,74,14167,5358209.75,8.4000001,47.6379505566447,247
sool/laas_caanood,Dec-2016,0,0.15,165000,No Data,136,-,153,2,-,1,No Data,No Data,No Data,1087500,150000,10,74,14750,6076812.5,8.4000001,47.6379505566447,136
sool/laas_caanood,Jan-2017,0,0.14,180000,No Data,58,261,475,-,-,1,No Data,No Data,No Data,930000,150000,10,62,15000,6479250,8.4000001,47.6379505566447,58
sool/laas_caanood,Feb-2017,0,0.13,182500,No Data,3425,4046,666,37,-,2,No Data,No Data,No Data,1050000,150000,10,72,14500,6673125,8.4000001,47.6379505566447,3311
sool/laas_caanood,Mar-2017,0,0.13,185000,No Data,9847,12852,3994,-,-,-,No Data,No Data,No Data,1075000,150000,10,72,15000,6810125,8.4000001,47.6379505566447,10181
sool/laas_caanood,Apr-2017,23.32,0.14,153750,No Data,15649,16732,2677,-,-,-,No Data,No Data,No Data,1162500,150000,10,78,15000,6460000,8.4000001,47.6379505566447,5324
sool/laas_caanood,May-2017,36.02,0.16,40000,No Data,3809,198,534,26,30,3,No Data,No Data,No Data,1250000,150000,10,83,15000,5523000,8.4000001,47.6379505566447,3617
