place,date,climate/rainfall,climate/vegetation_cover_(ndvi),climate/price_of_water,climate/river_levels/floods,population_movement/displacement_(arrivals),population_movement/displacement_(departures),nutrition/new_admissions_(gam),health/measles_cases,health/awd/cholera_cases,health/malaria_cases,health/awd/cholera_deaths,market/maize_prices,market/sorghum_prices,market/local_goat_prices,market/wage_labor,market/tot_(wage_to_cereals),market/tot_(goat_to_cereals),market/red_rice_prices,market/cost_of_minimum_basket_(cmb),lat,lon,monthly_arrivals
gedo/belet_xaawo,Apr-2018,362.32,0.32,20800,No Data,3,3,2925,1,-,6,No Data,-,13200,817000,163000,12,62,18400,2962650,3.43986715,41.7232387623368,3
gedo/belet_xaawo,May-2018,107.62,0.51,22000,No Data,152,152,919,-,-,-,No Data,-,13750,843750,180000,13,61,18500,3053312.5,3.43986715,41.7232387623368,152
gedo/belet_xaawo,Jun-2018,2.99,0.38,22000,No Data,22,39,154,-,3,13,No Data,-,13750,875000,185000,13,64,18250,3026750,3.43986715,41.7232387623368,22
gedo/belet_xaawo,Jul-2018,14.09,0.31,20800,No Data,66,66,84,1,4,13,No Data,-,13000,907000,182000,14,70,17800,2922800,3.43986715,41.7232387623368,69
gedo/belet_xaawo,Aug-2018,0,0.26,22000,No Data,37,14,513,-,1,8,No Data,-,13000,915000,180000,14,70,18000,2932125,3.43986715,41.7232387623368,19
gedo/belet_xaawo,Sep-2018,2.64,0.26,22000,No Data,23,37,165,3,5,10,No Data,14000,13000,925000,183750,14,71,18000,2915125,3.43986715,41.7232387623368,27
gedo/belet_xaawo,Oct-2018,85.66,0.28,22600,No Data,33,48,104,33,53,153,No Data,13200,13000,944000,186000,14,73,18000,2929650,3.43986715,41.7232387623368,33
gedo/belet_xaawo,Nov-2018,130.77,0.42,23000,No Data,13,21,-,2,8,32,No Data,14750,13500,930000,205000,15,69,19500,3010000,3.43986715,41.7232387623368,13
gedo/belet_xaawo,Dec-2018,74.33,0.46,23000,No Data,-,39,205,1,2,361,No Data,14750,13000,910000,187500,14,70,18500,2887250,3.43986715,41.7232387623368,0
gedo/belet_xaawo,Jan-2019,0,0.3,23000,No Data,12,33,439,1,-,162,No Data,14750,12500,910000,175000,14,73,18500,2823750,3.43986715,41.7232387623368,12
gedo/belet_xaawo,Feb-2019,0,0.24,23500,No Data,-,-,1438,-,12,107,No Data,14751,13000,895000,170000,13,69,18500,2863250,3.43986715,41.7232387623368,0
gedo/belet_xaawo,Mar-2019,37.11,0.24,24000,No Data,103,80,390,2,8,45,No Data,15001,13500,857500,167500,12,64,18000,3009750,3.43986715,41.7232387623368,103
gedo/belet_xaawo,Apr-2019,76.16,0.28,25400,No Data,111,111,274,-,8,1,No Data,15001,14000,886000,160000,11,63,18000,3070900,3.43986715,41.7232387623368,111
gedo/belet_xaawo,May-2019,80.12,0.37,24250,No Data,-,5,419,-,5,-,No Data,15750,15750,860000,150000,10,55,18500,3269062.5,3.43986715,41.7232387623368,0
gedo/belet_xaawo,Jun-2019,4.07,0.33,24750,No Data,-,4,1326,1,182,10,No Data,17000,16750,862500,137500,8,51,19000,3384437.5,3.43986715,41.7232387623368,0
gedo/belet_xaawo,Jul-2019,11.55,0.24,24800,No Data,-,-,1059,-,57,7,No Data,17000,17000,846000,152000,9,50,19000,3417450,3.43986715,41.7232387623368,0
gedo/belet_xaawo,Aug-2019,0.43,0.25,22500,No Data,-,-,896,-,-,-,No Data,17750,17250,854250,155000,9,50,19000,3469875,3.43986715,41.7232387623368,0
gedo/ceel_waaq,Jan-2016,0,0.31,14000,No Data,22,-,74,-,-,2,No Data,14000,10000,750000,95000,10,75,18000,2569687.5,2.7930066,41.013423,512
gedo/ceel_waaq,Feb-2016,0.22,0.23,14000,No Data,14,-,75,-,-,3,No Data,14000,10800,752000,98000,9,70,18000,2674450,2.7930066,41.013423,0
gedo/ceel_waaq,Mar-2016,3.88,0.23,14000,No Data,8,-,66,-,-,1,No Data,14000,11000,765000,100000,9,70,16000,2732500,2.7930066,41.013423,0
gedo/ceel_waaq,Apr-2016,141.64,0.3,14000,No Data,4,-,0,-,-,-,No Data,14000,11250,807500,100000,9,72,16250,2743843.75,2.7930066,41.013423,0
gedo/ceel_waaq,May-2016,11.57,0.51,14000,No Data,6,-,73,-,-,8,No Data,14500,12000,811000,98000,8,68,19300,2745875,2.7930066,41.013423,0
gedo/ceel_waaq,Jun-2016,3.17,0.51,14000,No Data,6,-,78,-,-,6,No Data,15000,12500,850000,95000,8,68,20000,2859593.75,2.7930066,41.013423,0
gedo/ceel_waaq,Jul-2016,0.03,0.3,14000,No Data,-,-,168,-,-,2,No Data,13000,11375,800000,90000,8,70,19000,2729718.75,2.7930066,41.013423,0
gedo/ceel_waaq,Aug-2016,0,0.26,14000,No Data,6,-,928,-,-,5,No Data,13800,11000,818000,95000,9,74,20000,2733000,2.7930066,41.013423,0
gedo/ceel_waaq,Sep-2016,0,0.23,14000,No Data,6,4,76,-,-,2,No Data,15000,11500,905000,100000,9,79,20750,2914250,2.7930066,41.013423,100
gedo/ceel_waaq,Oct-2016,21.43,0.24,15000,No Data,4,-,83,-,-,39,No Data,14800,11000,812000,100000,9,74,20000,2837500,2.7930066,41.013423,0
gedo/ceel_waaq,Nov-2016,54.87,0.26,15000,No Data,16,-,68,-,-,5,No Data,14000,12000,800000,93333,8,67,19000,3013582,2.7930066,41.013423,0
gedo/ceel_waaq,Dec-2016,21.88,0.35,15000,No Data,33,7,172,-,-,-,No Data,14000,12000,747500,87500,7,62,19000,3401375,2.7930066,41.013423,0
gedo/ceel_waaq,Jan-2017,0,0.33,16000,No Data,155,139,-,-,-,-,No Data,15000,13000,652000,90000,7,50,20600,3184250,2.7930066,41.013423,139
gedo/ceel_waaq,Feb-2017,8.49,0.24,16000,No Data,-,-,200,-,-,-,No Data,15000,13000,600000,97500,8,46,20500,3168750,2.7930066,41.013423,0
gedo/ceel_waaq,Mar-2017,4.42,0.23,16000,No Data,318,321,213,-,-,-,No Data,16000,13500,600000,105000,8,44,20000,3203562.5,2.7930066,41.013423,318
gedo/ceel_waaq,Apr-2017,84.73,0.3,16000,No Data,318,318,87,-,-,-,No Data,15250,12375,662500,100000,8,54,20000,2994937.5,2.7930066,41.013423,0
gedo/ceel_waaq,May-2017,24.13,0.38,16000,No Data,-,-,225,-,-,-,No Data,15200,12000,740000,100000,8,62,20000,2942000,2.7930066,41.013423,0
gedo/ceel_waaq,Jun-2017,2.87,0.37,15000,No Data,-,-,147,-,-,-,No Data,15000,12000,862500,97500,8,72,20000,3019812.5,2.7930066,41.013423,0
gedo/ceel_waaq,Jul-2017,0,0.25,15000,No Data,-,-,173,-,-,-,No Data,15750,13000,925000,95000,7,71,22000,3068562.5,2.7930066,41.013423,0
gedo/ceel_waaq,Aug-2017,9.2,0.18,15000,No Data,-,-,220,-,-,-,No Data,15250,13000,925000,100000,8,71,22000,3044812.5,2.7930066,41.013423,0
gedo/ceel_waaq,Sep-2017,3.32,0.26,11000,No Data,-,-,160,-,-,-,No Data,14000,13000,767500,100000,8,59,20000,2919125,2.7930066,41.013423,0
gedo/ceel_waaq,Oct-2017,62.95,0.25,12600,No Data,-,7,-,-,-,-,No Data,14500,13500,710000,98000,7,53,19600,3094775,2.7930066,41.013423,0
gedo/ceel_waaq,Nov-2017,106.21,0.29,12000,No Data,-,11,130,-,-,-,No Data,14125,13500,727500,102500,8,54,20000,3081000,2.7930066,41.013423,0
gedo/ceel_waaq,Dec-2017,0.07,0.43,12000,No Data,-,-,156,-,-,-,No Data,14000,13000,737500,97500,8,57,20000,3044000,2.7930066,41.013423,0
gedo/ceel_waaq,Jan-2018,0,0.26,11800,No Data,-,26,122,-,-,-,No Data,12000,12000,748000,96000,8,62,19200,2916200,2.7930066,41.013423,0
gedo/ceel_waaq,Feb-2018,0.5,0.24,12500,No Data,-,74,147,-,-,-,No Data,12000,11000,810000,91250,8,74,18500,2818375,2.7930066,41.013423,0
gedo/ceel_waaq,Mar-2018,48.17,0.27,12750,No Data,-,10,164,-,-,-,No Data,12750,11750,837500,81250,7,71,20000,2846875,2.7930066,41.013423,0
gedo/ceel_waaq,Apr-2018,458.03,0.41,12400,No Data,3000,3000,150,-,-,-,No Data,12700,12100,880000,84000,7,73,19600,2826700,2.7930066,41.013423,3000
gedo/ceel_waaq,May-2018,103.66,0.62,11250,No Data,-,6,179,-,-,-,No Data,13875,13200,932500,86250,7,71,20750,2833750,2.7930066,41.013423,0
gedo/ceel_waaq,Jun-2018,6.61,0.5,11500,No Data,-,-,150,-,-,-,No Data,13875,13075,945000,88750,7,72,21000,2784000,2.7930066,41.013423,0
gedo/ceel_waaq,Jul-2018,23.69,0.37,11400,No Data,-,-,105,-,-,-,No Data,12400,11660,940000,90000,8,81,20400,2634450,2.7930066,41.013423,0
gedo/ceel_waaq,Aug-2018,0,0.3,11000,No Data,-,23,126,2,18,-,No Data,12000,10500,925000,95000,9,88,19500,2488187.5,2.7930066,41.013423,0
gedo/ceel_waaq,Sep-2018,12.2,0.3,11000,No Data,-,-,130,2,11,-,No Data,10250,8250,925000,102500,12,112,19000,2267500,2.7930066,41.013423,0
gedo/ceel_waaq,Oct-2018,109.96,0.32,11400,No Data,-,6,111,8,46,9,No Data,10400,9000,922000,111800,12,102,19400,2394930,2.7930066,41.013423,0
gedo/ceel_waaq,Nov-2018,77.03,0.54,11000,No Data,-,400,-,7,18,6,No Data,10500,9000,935000,115000,13,104,19500,2376625,2.7930066,41.013423,0
gedo/ceel_waaq,Dec-2018,103.62,0.51,11000,No Data,-,-,4,2,10,37,No Data,10000,8750,922500,113750,13,105,19000,2330375,2.7930066,41.013423,0
gedo/ceel_waaq,Jan-2019,0,0.33,11000,No Data,-,-,2,1,24,7,No Data,9500,8750,910000,115000,13,104,18250,2317250,2.7930066,41.013423,0
gedo/ceel_waaq,Feb-2019,0.09,0.27,11000,No Data,-,-,239,3,19,66,No Data,9000,8000,900000,120000,15,113,18000,2250000,2.7930066,41.013423,0
gedo/ceel_waaq,Mar-2019,65.37,0.28,11500,No Data,270,270,136,-,-,-,No Data,12000,10250,843750,112500,11,82,18500,2492875,2.7930066,41.013423,270
gedo/ceel_waaq,Apr-2019,106.78,0.36,12000,No Data,-,-,50,8,11,-,No Data,13000,11000,840000,114000,10,76,18800,2565550,2.7930066,41.013423,0
gedo/ceel_waaq,May-2019,70.65,0.43,12000,No Data,-,-,1572,5,12,-,No Data,13500,11500,855000,115000,10,74,18750,2628250,2.7930066,41.013423,0
gedo/ceel_waaq,Jun-2019,2.45,0.37,12000,No Data,-,200,1626,-,-,-,No Data,14000,11750,760000,105000,9,65,19000,2651625,2.7930066,41.013423,0
gedo/ceel_waaq,Jul-2019,9.09,0.27,12000,No Data,-,-,82,-,-,-,No Data,14400,11800,764000,104000,9,65,19000,2670650,2.7930066,41.013423,0
gedo/ceel_waaq,Aug-2019,12.4,0.26,12000,No Data,-,-,175,15,20,-,No Data,14500,12500,780000,102500,8,62,19500,2763125,2.7930066,41.013423,0
gedo/doolow,Jan-2016,0,0.19,41250,1.62,36,-,65,-,-,39,No Data,13000,10000,825000,180000,18,83,20000,No Data,3.99101225,42.1136893553668,0
gedo/doolow,Feb-2016,1.77,0.17,35000,1.12,98,-,0,-,-,28,No Data,13600,10000,720000,188000,19,72,20000,No Data,3.99101225,42.1136893553668,81
gedo/doolow,Mar-2016,0.46,0.16,35000,1,230,-,296,-,-,26,No Data,13000,10000,750000,200000,20,75,19000,No Data,3.99101225,42.1136893553668,101
gedo/doolow,Apr-2016,56.37,0.18,35000,1,12,-,74,-,-,20,No Data,13250,10500,825000,200000,19,79,20000,No Data,3.99101225,42.1136893553668,11
gedo/doolow,May-2016,4.82,0.28,35000,4.12,44,-,1344,-,-,43,No Data,13500,11600,860000,182000,16,74,20000,No Data,3.99101225,42.1136893553668,0
gedo/doolow,Jun-2016,0,0.26,30000,3.12,54,-,293,-,-,-,No Data,14000,11500,850000,182500,16,74,20000,No Data,3.99101225,42.1136893553668,0
gedo/doolow,Jul-2016,0.34,0.18,30000,1.5,56,-,614,-,-,-,No Data,14000,12000,800000,170000,14,67,20000,No Data,3.99101225,42.1136893553668,27
gedo/doolow,Aug-2016,0,0.17,30000,2.12,184,-,316,-,-,-,No Data,14000,12000,850000,170000,14,71,20000,No Data,3.99101225,42.1136893553668,201
gedo/doolow,Sep-2016,1.26,0.16,-,2.2,106,-,200,-,-,-,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,122
gedo/doolow,Oct-2016,8.32,0.16,-,2.66,6,-,457,-,-,281,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,4
gedo/doolow,Nov-2016,12.33,0.16,-,3.82,185,-,86,-,-,10,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,85
gedo/doolow,Dec-2016,17.41,0.17,-,2.36,61,-,34,-,-,20,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,28
gedo/doolow,Jan-2017,0,0.21,-,1.38,960,-,335,-,-,21,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,950
gedo/doolow,Feb-2017,0.68,0.17,-,1,6447,3186,298,-,-,19,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,6487
gedo/doolow,Mar-2017,0.92,0.16,-,1,616,-,993,-,-,19,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,616
gedo/doolow,Apr-2017,12.8,0.18,-,1.4,746,-,1639,-,241,21,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,130
gedo/doolow,May-2017,12.64,0.2,-,3.94,1142,456,622,-,325,24,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,1142
gedo/doolow,Jun-2017,0.38,0.21,-,3.98,-,-,542,-,-,-,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,0
gedo/doolow,Jul-2017,0,0.16,-,2.16,217,-,813,-,18,-,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,217
gedo/doolow,Aug-2017,7.35,0.16,-,2.98,111,-,758,-,-,8,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,111
gedo/doolow,Sep-2017,4.68,0.17,-,4.14,68,5,762,-,-,21,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,68
gedo/doolow,Oct-2017,43.1,0.17,-,4.56,165,-,970,1,-,19,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,165
gedo/doolow,Nov-2017,67.58,0.22,-,5.1,66,-,1449,3,-,19,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,66
gedo/doolow,Dec-2017,0,0.3,-,1,62,-,463,1,-,22,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,70
gedo/doolow,Jan-2018,0,0.19,-,1,35,39,613,-,-,13,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,35
gedo/doolow,Feb-2018,0.19,0.18,-,1,102,-,391,3,-,21,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,102
gedo/doolow,Mar-2018,18.38,0.18,-,3.02,41,-,640,1,-,6,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,41
gedo/doolow,Apr-2018,207.56,0.2,-,1.52,49,-,626,1,-,7,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,49
gedo/doolow,May-2018,155.47,0.35,-,4.7,-,10,831,-,-,-,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,0
gedo/doolow,Jun-2018,33.62,0.29,-,4.66,-,100,356,1,-,-,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,0
gedo/doolow,Jul-2018,0,0.2,-,3.12,-,-,473,-,-,58,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,4
gedo/doolow,Aug-2018,0,0.2,-,2.8,132,-,543,-,-,-,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,132
gedo/doolow,Sep-2018,5.85,0.19,-,3.38,134,312,180,2,-,233,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,134
gedo/doolow,Oct-2018,60.67,0.2,-,2.78,184,-,333,52,26,386,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,184
gedo/doolow,Nov-2018,106.95,0.22,-,4.68,159,360,156,12,77,22,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,159
gedo/doolow,Dec-2018,21.05,0.29,-,2.02,114,-,826,-,-,9,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,114
gedo/doolow,Jan-2019,0,0.22,-,1.6,139,8,1024,-,-,25,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,139
gedo/doolow,Feb-2019,0,0.18,-,1,240,37,767,-,-,43,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,240
gedo/doolow,Mar-2019,0.56,0.17,-,1,123,17,995,7,20,3,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,123
gedo/doolow,Apr-2019,67.91,0.18,-,1,40,17,1330,-,-,11,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,40
gedo/doolow,May-2019,59.67,0.22,-,3,-,-,585,-,-,34,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,0
gedo/doolow,Jun-2019,0.31,0.21,-,3.76,-,-,2282,-,-,-,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,0
gedo/doolow,Jul-2019,0,0.17,-,2.28,-,-,1202,-,-,20,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,0
gedo/doolow,Aug-2019,0,0.17,-,2.24,-,-,1385,-,-,-,No Data,-,-,-,-,-,-,-,No Data,3.99101225,42.1136893553668,0
gedo/luuq,Jan-2016,0,0.2,15000,2.1,60,40,695,-,-,21,-,13000,9250,775000,180000,19,84,20000,2531000,3.7995708,42.5450627,10
gedo/luuq,Feb-2016,1,0.17,15000,1.64,138,24,816,-,-,20,-,12400,10000,760000,184000,18,76,18400,2640750,3.7995708,42.5450627,48
gedo/luuq,Mar-2016,0.11,0.16,15000,1.48,42,-,307,4,-,16,-,13000,10000,772500,175000,18,77,18000,2616250,3.7995708,42.5450627,32
gedo/luuq,Apr-2016,85.51,0.24,15000,0.94,33,-,0,-,-,17,-,12250,10000,850000,172500,17,85,20000,2618750,3.7995708,42.5450627,0
gedo/luuq,May-2016,8.34,0.38,15000,4.4,10,-,296,-,-,26,-,12800,10400,800000,188000,18,77,16800,2631900,3.7995708,42.5450627,0
gedo/luuq,Jun-2016,0.01,0.33,15000,2.96,38,2,684,-,2,39,-,13000,11500,797500,172500,15,69,19000,2697000,3.7995708,42.5450627,45
gedo/luuq,Jul-2016,0.72,0.19,15000,2.7,50,36,415,-,-,19,-,13000,12000,712500,167500,14,59,18000,2765500,3.7995708,42.5450627,370
gedo/luuq,Aug-2016,0,0.19,15000,2.54,66,4,132,-,-,20,-,13000,12000,830000,186000,16,69,18000,2774700,3.7995708,42.5450627,113
gedo/luuq,Sep-2016,0.13,0.17,15000,2.8,-,-,438,-,-,17,-,13000,12000,875000,175000,15,73,16000,2794500,3.7995708,42.5450627,0
gedo/luuq,Oct-2016,12.41,0.17,15000,2.34,22,-,269,4,-,189,-,13000,12400,840000,184000,15,68,19000,3252750,3.7995708,42.5450627,0
gedo/luuq,Nov-2016,23.05,0.19,15000,4.1,726,-,146,-,-,12,-,13000,13000,533333,163333,13,41,20000,2929488,3.7995708,42.5450627,718
gedo/luuq,Dec-2016,11.33,0.2,15000,2.8,476,413,83,1,-,30,-,13500,13000,525000,165000,13,40,20000,2948500,3.7995708,42.5450627,476
gedo/luuq,Jan-2017,0,0.21,15000,1.9,3459,2354,855,-,-,27,-,13600,13000,440000,156000,12,34,20000,2968000,3.7995708,42.5450627,3459
gedo/luuq,Feb-2017,0.28,0.17,15000,1.4,429,184,1406,-,-,24,-,13000,12000,462500,142500,12,39,20000,2873000,3.7995708,42.5450627,393
gedo/luuq,Mar-2017,3.28,0.17,15000,0.9,205,207,808,-,368,20,19,13000,13000,450000,167500,13,35,20000,2971750,3.7995708,42.5450627,205
gedo/luuq,Apr-2017,42.52,0.19,15000,3.76,218,220,760,-,732,16,7,13000,13000,537500,172500,13,41,20000,2926750,3.7995708,42.5450627,13
gedo/luuq,May-2017,20.37,0.23,15000,4.22,118,118,687,-,574,34,1,12000,13000,640000,166000,13,49,18400,2879200,3.7995708,42.5450627,118
gedo/luuq,Jun-2017,2.28,0.23,15000,3.34,23,23,994,-,-,-,-,13000,13000,725000,175000,13,56,20000,2908000,3.7995708,42.5450627,686
gedo/luuq,Jul-2017,0,0.17,15000,1.68,263,202,763,1,-,-,-,12000,13000,725000,167500,13,56,20000,2891000,3.7995708,42.5450627,263
gedo/luuq,Aug-2017,10.99,0.16,15000,2.46,304,27,831,-,-,10,-,13000,13000,850000,195000,15,65,20000,2965500,3.7995708,42.5450627,304
gedo/luuq,Sep-2017,9.22,0.17,15000,3.42,114,166,982,-,-,25,-,13000,13000,825000,182500,14,63,20000,2943000,3.7995708,42.5450627,114
gedo/luuq,Oct-2017,53.24,0.17,15000,5,185,421,685,1,-,15,-,13300,13200,860000,172000,13,65,20000,2954850,3.7995708,42.5450627,185
gedo/luuq,Nov-2017,86.33,0.23,15000,5.44,46,31,598,-,-,22,-,13500,13125,875000,195000,15,67,20000,2910375,3.7995708,42.5450627,46
gedo/luuq,Dec-2017,0,0.31,14500,3,144,170,347,12,-,35,-,13000,13000,750000,185000,14,58,20000,2932375,3.7995708,42.5450627,224
gedo/luuq,Jan-2018,0,0.09,14400,1.15,231,138,584,3,-,18,-,12000,12000,740000,180000,15,62,20000,2829300,3.7995708,42.5450627,231
gedo/luuq,Feb-2018,0.03,0.17,14500,1.64,103,113,423,1,-,38,-,12000,11250,842500,175000,16,75,19250,2733375,3.7995708,42.5450627,103
gedo/luuq,Mar-2018,13.29,0.17,14750,3.24,125,121,852,-,-,10,-,12500,11500,850000,170000,15,74,19500,2759250,3.7995708,42.5450627,125
gedo/luuq,Apr-2018,258.36,0.19,14400,2.1,26011,26003,452,-,-,9,-,12600,12600,860000,170000,13,68,19200,2871700,3.7995708,42.5450627,26011
gedo/luuq,May-2018,161.69,0.36,14250,4.6,59,66,587,-,-,-,-,12000,13000,887500,185000,14,68,19250,2908750,3.7995708,42.5450627,59
gedo/luuq,Jun-2018,23.11,0.4,14500,4.5,58,58,316,-,-,5,-,12500,12500,902500,182500,15,72,19750,2839625,3.7995708,42.5450627,58
gedo/luuq,Jul-2018,5.9,0.25,14800,3.5,108,144,527,-,-,7,-,12400,11200,910000,172000,15,81,19250,2683400,3.7995708,42.5450627,108
gedo/luuq,Aug-2018,0.16,0.19,15000,2.92,156,132,377,-,-,22,-,12500,10500,910000,177500,17,87,19000,2635812.5,3.7995708,42.5450627,156
gedo/luuq,Sep-2018,19.61,0.2,15000,3.7,124,257,394,12,-,45,-,11000,9750,925000,182500,19,95,19500,2542875,3.7995708,42.5450627,124
gedo/luuq,Oct-2018,104.73,0.2,15000,5.78,110,88,598,33,13,269,-,9000,8400,960000,196000,23,114,19400,2427000,3.7995708,42.5450627,110
gedo/luuq,Nov-2018,65.68,0.26,15000,4.74,166,64,243,1,5,22,-,9250,8000,837500,185000,23,105,19500,2352750,3.7995708,42.5450627,166
gedo/luuq,Dec-2018,33.01,0.31,15000,3,75,48,644,1,-,11,-,8500,7500,862500,177500,24,115,18750,2243812.5,3.7995708,42.5450627,75
gedo/luuq,Jan-2019,0,0.21,13000,1.92,65,48,714,-,-,12,-,9500,8250,842500,185000,22,102,18500,2345375,3.7995708,42.5450627,65
gedo/luuq,Feb-2019,0,0.17,15000,1.62,83,117,491,-,-,43,-,10500,9500,785000,190000,20,83,19000,2560750,3.7995708,42.5450627,83
gedo/luuq,Mar-2019,0.88,0.17,15000,1.2,75,97,196,9,-,32,-,11500,11000,925000,185000,17,84,19750,2733750,3.7995708,42.5450627,75
gedo/luuq,Apr-2019,85.78,0.19,15800,0.9,151,101,448,-,-,38,-,12000,12000,920000,174000,15,77,20000,2812900,3.7995708,42.5450627,151
gedo/luuq,May-2019,88.42,0.26,15250,1.88,-,-,821,-,48,11,-,10500,10500,862500,167500,16,82,19500,2601250,3.7995708,42.5450627,0
gedo/luuq,Jun-2019,3.49,0.22,15500,2.84,-,-,716,-,-,-,-,11000,11000,837500,165000,15,76,19000,2681000,3.7995708,42.5450627,0
gedo/luuq,Jul-2019,4.93,0.18,15400,2.9,-,17,652,-,1,9,-,11000,10600,810000,182000,17,76,19600,2640500,3.7995708,42.5450627,0
gedo/luuq,Aug-2019,3.3,0.17,15250,2.28,-,-,484,-,-,1,-,11500,10750,887500,185000,17,83,20000,2707312.5,3.7995708,42.5450627,0
juba_dhexe/bu'aale,Jan-2016,0,0.45,30000,2.8,24,2,-,7,-,-,No Data,7200,-,817500,70000,10,114,15000,2231550,1.17534155,42.8251007581395,126
juba_dhexe/bu'aale,Feb-2016,5.53,0.33,30000,1.26,22,16,0,4,-,-,No Data,6500,-,712500,76250,12,110,14000,2178050,1.17534155,42.8251007581395,277
juba_dhexe/bu'aale,Mar-2016,2.98,0.31,30000,1.2,6,-,0,5,-,-,No Data,6600,-,812500,76250,12,123,15000,2249300,1.17534155,42.8251007581395,0
juba_dhexe/bu'aale,Apr-2016,146.87,0.38,30000,0.92,-,-,0,5,19,-,No Data,6600,-,812500,76250,12,123,15000,2249300,1.17534155,42.8251007581395,0
juba_dhexe/bu'aale,May-2016,39.51,0.61,30000,4.59,-,-,-,2,3,-,No Data,8050,-,772500,73750,9,96,15000,2601050,1.17534155,42.8251007581395,0
juba_dhexe/bu'aale,Jun-2016,16.81,0.61,30000,4.91,12,-,-,2,2,-,No Data,10500,-,847500,77500,7,81,16375,2438656.25,1.17534155,42.8251007581395,120
juba_dhexe/bu'aale,Jul-2016,0,0.46,30000,2.8,18,5,-,4,-,-,No Data,10000,-,632500,71750,7,63,16625,2398500,1.17534155,42.8251007581395,134
juba_dhexe/bu'aale,Aug-2016,0,0.38,30000,3.38,25,-,-,3,-,-,No Data,9000,-,667500,76250,8,74,16125,2172187.5,1.17534155,42.8251007581395,250
juba_dhexe/bu'aale,Sep-2016,0,0.35,30000,3.34,14,-,-,3,1,-,No Data,9500,-,637500,72500,8,67,16125,2102156.25,1.17534155,42.8251007581395,21
juba_dhexe/bu'aale,Oct-2016,18.09,0.31,30000,2.6,2,-,-,41,25,-,No Data,8250,-,617500,72500,9,75,16000,2267500,1.17534155,42.8251007581395,0
juba_dhexe/bu'aale,Nov-2016,84.45,0.32,30000,3.83,-,30,-,3,-,-,No Data,8300,-,555000,68250,8,67,16000,2265875,1.17534155,42.8251007581395,0
juba_dhexe/bu'aale,Dec-2016,28.38,0.52,30000,3,179,34,-,4,-,-,No Data,9500,-,537500,68250,7,57,16000,2495250,1.17534155,42.8251007581395,141
juba_dhexe/bu'aale,Jan-2017,0,0.51,30000,2.52,61,117,-,4,-,-,No Data,10690,9100,325000,60000,6,30,15500,2272125,1.17534155,42.8251007581395,35
juba_dhexe/bu'aale,Feb-2017,0.26,0.36,30000,1.79,844,912,-,4,-,4,No Data,11000,9750,317500,62000,6,29,15000,2345812.5,1.17534155,42.8251007581395,835
juba_dhexe/bu'aale,Mar-2017,2.15,0.3,30000,1.3,631,179,-,3,-,-,No Data,11100,11000,312500,68750,6,28,15000,2397187.5,1.17534155,42.8251007581395,631
